name,minutes,goals,assists,age,yellow,red
M. Gregoritsch,411,0,1,22,1,0
A. Halilović,138,0,0,20,0,0
L. Holtby,696,0,2,26,1,0
A. Hunt,441,0,0,30,1,0
F. Kostić,683,1,0,24,1,0
N. Müller,877,3,0,29,2,0
F. Porath,0,0,0,19,0,0
F. Ronstadt,0,0,0,19,0,0
B. Jatta,0,0,0,18,0,0
M. Köhlert,0,0,0,18,0,0
P. Lasogga,436,0,0,24,2,0
L. Waldschmidt,148,0,1,20,0,0
B. Wood,591,2,0,24,1,1
G. Curci,0,0,0,31,0,0
J. Huth,0,0,0,22,0,0
J. Lössl,990,0,0,27,0,0
F. Müller,0,0,0,19,0,0
L. Balogun,549,0,0,28,1,0
S. Bell,854,3,1,25,5,0
D. Brosinski,781,0,1,28,5,0
N. Bungert,165,1,0,30,0,0
G. Bussmann,597,0,1,25,0,1
G. Donati,990,0,0,26,0,0
A. Hack,441,0,1,23,0,0
C. Clemens,188,0,0,25,0,0
F. Frei,606,0,0,27,2,0
J. Gbamin,766,0,0,21,0,0
B. Halimi,0,0,0,21,0,0
G. Holtmann,23,0,1,21,0,0
P. Klement,0,0,0,24,0,0
D. Latza,0,0,0,26,0,0
Y. Mallı,940,6,4,24,0,0
L. Öztunali,540,2,2,20,0,0
André Ramalho,37,0,0,24,1,0
José Rodríguez,5,0,0,21,0,1
Jairo Samperio,188,0,1,23,1,0
S. Serdar,305,0,0,19,1,0
E. Berggreen,0,0,0,23,0,0
J. Córdoba,866,2,2,23,4,0
P. De Blasis,482,4,2,28,2,0
Y. Muto,47,2,0,24,0,0
K. Onisiwo,497,1,0,24,3,0
D. Benaglio,270,0,0,33,0,0
K. Casteels,720,0,0,24,1,0
M. Grün,0,0,0,29,0,0
P. Menzel,0,0,0,18,0,0
C. Ascues,0,0,0,24,0,0
J. Bruma,833,0,0,25,3,1
H. Hansen,83,0,0,22,0,0
J. Horn,81,0,0,19,1,0
S. Jung,0,0,0,26,0,0
R. Knoche,431,0,0,24,0,0
R. Rodríguez,918,2,2,24,0,0
M. Schäfer,71,0,0,32,1,0
C. Träsch,469,0,1,29,0,0
P. Wollscheid,270,0,0,27,0,0
R. Ziegele,0,0,0,19,0,0
M. Arnold,811,1,0,22,4,0
I. Azzaoui,0,0,0,18,0,0
J. Błaszczykowski,695,0,0,30,2,0
D. Caligiuri,637,0,1,28,1,0
A. Conde,0,0,0,19,0,0
Luiz Gustavo,617,0,0,29,0,0
D. Didavi,234,2,0,26,0,0
A. Donkor,0,0,0,19,0,0
J. Draxler,788,0,0,23,0,0
Y. Gerhardt,765,0,0,22,2,0
J. Guilavogui,9,0,0,26,0,0
J. Möbius,0,0,0,19,0,0
Bruno Henrique,178,0,0,25,0,0
P. Seguin,523,0,1,21,2,0
Vieirinha,341,0,0,30,0,0
J. Brekalo,76,0,0,18,1,0
M. Gómez,892,3,0,31,1,0
Borja Mayoral,30,0,0,19,0,0
F. Buntic,0,0,0,19,0,0
M. Hansen,180,0,0,26,0,0
Ø. Nyland,810,0,0,26,0,0
C. Ortag,0,0,0,21,0,0
R. Brégerie,180,0,0,30,1,0
F. Hadergjonaj,270,0,1,22,1,0
A. Jung,180,0,0,25,0,0
T. Levels,718,0,0,30,3,1
M. Matip,990,0,0,31,1,0
M. Suttner,855,0,2,29,4,0
M. Tisserand,810,0,0,23,2,0
H. Wahl,0,0,0,22,0,0
M. Christiansen,60,0,0,20,1,0
A. Cohen,532,1,0,28,0,0
Roger,881,0,0,31,1,0
P. Groß,990,0,0,25,0,0
S. Kittel,24,0,0,23,0,0
A. Morales,307,0,0,26,2,0
M. Multhaup,0,0,0,19,0,0
N. Rinderknecht,0,0,0,19,0,0
M. Hartmann,757,1,0,30,0,0
L. Hinterseer,655,3,1,25,2,0
M. Leckie,744,0,1,25,1,0
R. Leipertz,14,0,0,23,0,0
S. Lex,231,0,0,26,2,0
D. Lezcano,696,3,0,26,0,0
I. Berezovskiy,0,0,0,26,0,0
M. Esser,955,0,0,29,0,0
Daniel Heuer,35,0,0,24,0,0
C. Aydogan,0,0,0,17,0,0
A. Fedetskiy,170,0,0,31,2,0
B. Gorka,0,0,0,32,0,0
L. Guwara,605,0,0,20,2,0
I. Höhn,889,0,0,24,3,0
F. Holland,494,0,0,26,1,0
A. Milosevic,990,0,0,24,2,0
S. Sirigu,320,2,0,28,0,0
A. Sulu,540,0,0,30,1,0
D. Thur,0,0,0,18,0,0
J. Wolff,0,0,0,18,0,0
L. Fisch,0,0,0,18,0,0
J. Gondorf,868,1,2,28,2,0
M. Heller,791,0,1,30,0,0
F. Jungwirth,921,0,0,27,2,0
L. Kleinheisler,690,1,1,22,0,0
P. Niemeyer,223,0,0,33,2,0
J. Rosenthal,10,0,0,30,0,0
M. Vrančić,212,1,0,27,1,0
Ä. Ben-Hatira,512,1,0,28,3,0
R. Bezjak,532,0,0,27,0,0
A. Colak,555,3,0,23,0,0
V. Obinna,0,0,0,29,0,0
D. Oliynyk,20,1,0,29,0,0
F. Platte,0,0,0,20,0,0
S. Schipplock,480,0,0,28,1,0
D. Stroh-Engel,0,0,0,30,0,0
